"Mekgineer's Chopper",61667,"Mekgineer's Chopper",,"INV_Misc_Key_14",0,"False",0,0,0,150
"Item - Icecrown 10 Normal Melee Trinket",71402,"Item - Icecrown 10 Normal Melee Trinket",,"Spell_Shadow_SiphonMana",0,"False",0,0,0,0
"Improved Demonic Tactics(Rank 1)",54347,"Improved Demonic Tactics","Rank 1","Ability_Warlock_ImprovedDemonicTactics",0,"False",0,0,0,0
"Periodic Despawn Check",52370,"Periodic Despawn Check",,"Trade_Engineering",0,"False",0,0,0,0
"Gossip NPC Appearance - Goblin Male, Lunar Festival",34851,"Gossip NPC Appearance - Goblin Male, Lunar Festival",,"Spell_Frost_FrostShock",0,"False",0,0,0,0
"Standard Scope",3978,"Standard Scope",,"Trade_Engineering",0,"False",0,3000,0,0
"Summon Infected Mossflayer",19368,"Summon Infected Mossflayer",,"Trade_Engineering",0,"False",0,0,0,5
"Transmute: Primal Earth to Water",28567,"Transmute: Primal Earth to Water",,"INV_Elemental_Primal_Water",0,"False",0,25000,0,0
"Unbound Charger",52280,"Unbound Charger",,"Ability_Mount_Dreadsteed",0,"False",0,0,0,50000
"Regenerating Aura",34756,"Regenerating Aura",,"Spell_Nature_Regeneration_02",0,"False",0,0,0,0
"Boulder Assault Fire",44967,"Boulder Assault Fire",,"Spell_Fire_Incinerate",0,"False",0,0,0,0
"Static Shock",51527,"Static Shock","Rank 3","Spell_Shaman_StaticShock",0,"False",0,0,0,0
"Eye of Many Deaths",73505,"Eye of Many Deaths",,"INV_Misc_Gem_01",0,"False",0,12500,0,0
"Onyxia Trans",17136,"Onyxia Trans",,"Trade_Engineering",0,"False",0,0,0,0
"Glyph of Hamstring",58373,"Glyph of Hamstring",,"Ability_ShockWave",0,"False",0,0,0,50000
"Tiny Sporebat",45082,"Tiny Sporebat",,"Ability_Hunter_Pet_Sporebat",0,"False",0,0,0,0
"Gossip NPC Appearance - Night Elf Female, Halloween",43634,"Gossip NPC Appearance - Night Elf Female, Halloween",,"Spell_Frost_FrostShock",0,"False",0,0,0,0
"Psychic Scream Duration Increase",23044,"Psychic Scream Duration Increase",,"Spell_Shadow_PsychicScream",0,"False",0,0,0,0
"Improved Sprint (Rank 2)",13875,"Improved Sprint","Rank 2","Ability_Rogue_Sprint",0,"False",0,0,0,0
"Totemic Focus (Rank 2)",16222,"Totemic Focus","Rank 2","Spell_Nature_MoonGlow",0,"False",0,0,0,0
"Staggering Roar",42708,"Staggering Roar",,"Ability_Warrior_RallyingCry",0,"False",0,2000,0,0
"Attack Power 96",33485,"Attack Power 96",,"Trade_Engineering",0,"False",0,0,0,0
"Demonic Vapor Periodic",45411,"Demonic Vapor Periodic",,"Trade_Engineering",0,"False",0,0,0,0
"Bloodrager's Requiem",23964,"Bloodrager's Requiem",,"Spell_Frost_Frostbolt",0,"False",0,0,0,50000
"Ranged Hit Bonus +30",22780,"Ranged Hit Bonus +30",,"Ability_Hunter_SniperShot",0,"False",0,0,0,0
"Summoning Stone Force Cast",60578,"Summoning Stone Force Cast",,"Trade_Engineering",0,"False",0,0,0,50000
"Increased Stamina 37",14484,"Increased Stamina 37",,"Trade_Engineering",0,"False",0,0,0,0
"Airport Banner Neutral Click",65825,"Airport Banner Neutral Click",,"Spell_Holy_PrayerOfMendingtga",0,"False",0,0,0,50000
"Stuffed with Sweet Potatoes",66292,"Stuffed with Sweet Potatoes",,"inv_thanksgiving_sweetpotato ",0,"False",0,0,0,100
"Increase Arcane Dam 66",26711,"Increase Arcane Dam 66",,"Trade_Engineering",0,"False",0,0,0,0
"Sawblades Sound Periodic",65094,"Sawblades Sound Periodic",,"Trade_Engineering",0,"False",0,0,0,0
"Mount Ducal's Horse",48678,"Mount Ducal's Horse",,"Spell_Magic_MageArmor",0,"False",0,0,0,150
"Ironforge Breastplate",8367,"Ironforge Breastplate",,"Spell_Shadow_SealOfKings",0,"False",0,3000,0,0
"Enchant Weapon - Executioner",42974,"Enchant Weapon - Executioner",,"Spell_Holy_GreaterHeal",0,"False",0,5000,0,0
"Dismember",96,"Dismember",,"Ability_BackStab",0,"False",0,0,0,0
"Papaya Falls to Ground",51839,"Papaya Falls to Ground",,"Trade_Engineering",0,"False",0,0,0,100
"Blue Overalls",7639,"Blue Overalls",,"Ability_Ensnare",0,"False",0,3000,0,0
"Argent Crusade Commendation Badge",61311,"Argent Crusade Commendation Badge",,"Trade_Engineering",0,"False",0,0,0,0
"Serpent Ward",71974,"Serpent Ward","Rank 10","Spell_Nature_PoisonCleansingTotem",0,"False",0,0,0,0
"Doubting Mind",34089,"Doubting Mind",,"Spell_Holy_Silence",30,"False",0,0,0,20
"Nether Vortex",40368,"Nether Vortex",,"Spell_Shadow_ShadowEmbrace",100,"False",0,3500,0,60
"Fingers of Frost",44545,"Fingers of Frost","Rank 2","Ability_Mage_WintersGrasp",0,"False",0,0,0,0
"Increased Spirit 15",14433,"Increased Spirit 15",,"Trade_Engineering",0,"False",0,0,0,0
"Increased Nature Resist 35",14657,"Increased Nature Resist 35",,"Trade_Engineering",0,"False",0,0,0,0
"Furor (Rank 3)",17059,"Furor","Rank 3","Spell_Holy_BlessingOfStamina",0,"False",0,0,0,0
"Summon Invader B",49457,"Summon Invader B",,"Trade_Engineering",0,"False",0,0,0,0
"Miner Troubles: Despawn Frightened Miner",68060,"Miner Troubles: Despawn Frightened Miner",,"Trade_Engineering",0,"False",0,0,0,0
"Summon Disturbed Ancestor",56784,"Summon Disturbed Ancestor",,"Trade_Engineering",0,"False",0,0,0,30
"Hand Pulse",64352,"Hand Pulse",,"Spell_Arcane_Arcane03",0,"False",0,850,0,50000
"Prowl(Cat Form)",5215,"Prowl","Cat Form","Ability_Ambush",0,"False",3,0,0,0
"Dark Leather Shoulders",3769,"Dark Leather Shoulders",,"Trade_LeatherWorking",0,"False",0,12500,0,0
"Enchant Boots - Precision",74236,"Enchant Boots - Precision",,"Trade_Engraving",0,"False",0,5000,0,0
"Fengir's Aura",44785,"Fengir's Aura",,"Trade_Engineering",0,"False",0,0,0,0
"Increased Arcane Resist 04",14706,"Increased Arcane Resist 04",,"Trade_Engineering",0,"False",0,0,0,0
"Delicate Dragon's Eye",56052,"Delicate Dragon's Eye",,"INV_Misc_Gem_01",0,"False",0,12500,0,0
"Elune's Embrace",32028,"Elune's Embrace",,"Spell_Arcane_Arcane01",0,"False",0,0,0,0
"Svala Transforming",54140,"Svala Transforming",,"Trade_Engineering",0,"False",0,0,0,0
"Redeeming the Soul",23254,"Redeeming the Soul",,"Trade_Engineering",0,"False",0,10000,0,5
"Toalu'u's Spiritual Incense",47190,"Toalu'u's Spiritual Incense",,"INV_Misc_Dust_03",0,"False",0,1000,0,5
"Hammer of Justice",66863,"Hammer of Justice",,"Spell_Holy_SealOfMight",300,"False",0,0,0,55
"Increase Fire Dam 49",17882,"Increase Fire Dam 49",,"Trade_Engineering",0,"False",0,0,0,0
"QA Expert Cook (QASpell)",2552,"QA Expert Cook","QASpell","INV_Misc_Food_15",0,"False",0,0,0,100
"Force Reaction 1",61899,"Force Reaction 1",,"Trade_Engineering",0,"False",0,0,0,0
"Throwing Specialization(Rank 1)",5952,"Throwing Specialization","Rank 1","Ability_Rogue_ThrowingSpecialization",0,"False",0,0,0,0
"Illustrious Grand Master First Aid",65292,"Illustrious Grand Master First Aid",,"Spell_Holy_SealOfSacrifice",0,"False",0,0,0,100
"Cosmetic - Lightning Beam Channel",45537,"Cosmetic - Lightning Beam Channel",,"Spell_Nature_ChainLightning",0,"False",0,0,0,100
"Cinematic - Mind Control(Rank 1)",32976,"Cinematic - Mind Control","Rank 1","Spell_Shadow_ShadowWordDominate",0,"False",0,3000,0,20
"Cyrukh Fire Kit",36329,"Cyrukh Fire Kit",,"Trade_Engineering",0,"False",0,0,0,0
"Magnetic Core",64436,"Magnetic Core",,"INV_Gizmo_KhoriumPowerCore",0,"False",0,0,0,50000
"Doomfire Spawn",32074,"Doomfire Spawn",,"Trade_Engineering",0,"False",0,0,0,0
"Volatile Seaforium Backfire",8510,"Volatile Seaforium Backfire",,"Spell_Fire_Fire",0,"False",0,0,0,0
"Natural Armor(Rank 9)",24631,"Natural Armor","Rank 9","Spell_Nature_SpiritArmor",0,"False",0,0,0,100
"Glowy (NoColor)",26390,"Glowy (NoColor)",,"Spell_Arcane_PortalDarnassus",0,"False",0,0,0,0
"JumpChargeUnitTest",52043,"JumpChargeUnitTest",,"Trade_Engineering",0,"False",0,0,0,30
"Transmute - Primal Water to Shadow",28665,"Transmute - Primal Water to Shadow",,"Trade_Engineering",0,"False",0,0,0,100
"Spore Disease",31423,"Spore Disease",,"Ability_Creature_Disease_03",0,"False",0,2000,0,15
"Vipore Cat Form DND",21653,"Vipore Cat Form DND",,"Trade_Engineering",0,"False",0,1000,0,0
"Get the Key: Vaelen's Invisibility & See Invisibility",27622,"Get the Key: Vaelen's Invisibility & See Invisibility",,"Trade_Engineering",0,"False",0,0,0,0
"Encaged Emberseer",15282,"Encaged Emberseer",,"Spell_Shadow_AntiShadow",0,"False",0,0,0,0
"Pet Barding (Rank 2)",53176,"Pet Barding","Rank 2","INV_HELMET_94",0,"False",0,0,0,0
"The Shatterer",10003,"The Shatterer",,"Spell_Shadow_SealOfKings",0,"False",0,45000,0,0
"Holy Specialization (Rank 1)",14889,"Holy Specialization","Rank 1","Spell_Holy_SealOfSalvation",0,"False",0,0,0,0
"Summon Tidecrusher",72707,"Summon Tidecrusher",,"Trade_Engineering",0,"False",0,0,0,0
"Akama Soul Retrieve",40854,"Akama Soul Retrieve",,"Trade_Engineering",0,"False",0,0,0,10
"Ruin (Rank 4)",59740,"Ruin","Rank 4","Spell_Shadow_ShadowWordPain",0,"False",0,0,0,0
"Create Tabard of the Protector",55008,"Create Tabard of the Protector",,"INV_Shirt_GuildTabard_01",0,"False",0,0,0,50000
"Drawn Magic",58592,"Drawn Magic",,"INV_DataCrystal04",0,"False",0,0,0,0
"Gluttonous Lurkers: Summon Gorged Lurking Basilisk",50928,"Gluttonous Lurkers: Summon Gorged Lurking Basilisk",,"Trade_Engineering",0,"False",0,0,0,0
"QAEnchant Cloak +8 Stealth",27120,"QAEnchant Cloak +8 Stealth","QASpell","Spell_Holy_GreaterHeal",0,"False",0,0,0,0
"Mind Blast Cost Reduction",60156,"Mind Blast Cost Reduction",,"Trade_Engineering",0,"False",0,0,0,0
"Sleepy",8064,"Sleepy",,"Spell_Nature_Sleep",0,"False",0,0,0,30
"Improved Demonic Tactics (Rank 2)",54348,"Improved Demonic Tactics","Rank 2","Ability_Warlock_ImprovedDemonicTactics",0,"False",0,0,0,0
"Scald",17276,"Scald",,"Spell_Fire_Fireball",0,"False",0,0,0,20
"Living Leggings",19078,"Living Leggings",,"Trade_Engineering",0,"False",0,45000,0,0
"QAEnchant Weapon Healing Power",23144,"QAEnchant Weapon Healing Power","QASpell","Spell_Holy_GreaterHeal",0,"False",0,0,0,0
"Dragonscale Leatherworking",10656,"Dragonscale Leatherworking",,"INV_Misc_MonsterScales_03",0,"False",0,0,0,0
"Green Rocket Cluster",26424,"Green Rocket Cluster",,"Trade_Engineering",0,"False",0,2000,0,0
"Fel Mana",38929,"Fel Mana",,"INV_Potion_140",0,"False",0,0,0,0
"Kindred Spirits (Rank 1)",56314,"Kindred Spirits","Rank 1","Ability_Hunter_SeparationAnxiety",0,"False",0,0,0,0
"Trigger Jenny Credit",46357,"Trigger Jenny Credit",,"Spell_Nature_LightningOverload",0,"False",0,0,0,20
"Airy Pale Ale",58443,"Airy Pale Ale",,"INV_Drink_08",0,"False",0,0,0,0
"Teleport Return",29231,"Teleport Return",,"Ability_Vanish",0,"False",0,0,0,0
"Ice Shard (Rank 3)",55046,"Ice Shard","Rank 3","Spell_Frost_FrostBlast",0,"False",0,0,0,50
"Sludge",3514,"Sludge",,"Spell_Shadow_Requiem",0,"False",0,0,0,0
"Create Fervor Potion (New)",4960,"Create Fervor Potion (New)",,"Spell_Shadow_LifeDrain",0,"False",0,3000,0,0
"Sword Mastery(Rank 1)",601,"Sword Mastery","Rank 1","Ability_MeleeDamage",0,"False",0,0,0,0
"Strong Anti-Venom (Rank 1)",7933,"Strong Anti-Venom","Rank 1","Spell_Nature_NullifyPoison_02",60,"False",0,0,0,30
"Item - Coliseum 25 Heroic Healer Trinket",67752,"Item - Coliseum 25 Heroic Healer Trinket",,"Spell_Shadow_SiphonMana",0,"False",0,0,0,0
"Claw (Rank 8)",3666,"Claw","Rank 8","Ability_Druid_Rake",0,"False",0,0,0,100
"VIDEO Lobotomy",39560,"VIDEO Lobotomy",,"Spell_Holy_MindSooth",0,"False",0,0,0,50000
"Dismount Caravan Kodo Cue (Part 01)",65557,"Dismount Caravan Kodo Cue (Part 01)",,"Ability_Mount_Kodo_02",0,"False",-2,0,0,50000
"Dark Leather Pants",7135,"Dark Leather Pants",,"Trade_LeatherWorking",0,"False",0,12500,0,0
"Jinx",18179,"Jinx","Rank 1","ability_warlock_jinx",0,"False",0,0,0,0
"Portal Channel",58012,"Portal Channel",,"Trade_Engineering",0,"False",0,0,0,50000
"Storm's Fury",55461,"Storm's Fury",,"Spell_Shadow_UnholyFrenzy",0,"False",0,0,0,0
"Cold as Ice",55092,"Cold as Ice","Rank 2","Ability_Mage_ColdAsIce",0,"False",0,0,0,0
"Bloodsoul Breastplate",24136,"Bloodsoul Breastplate",,"Spell_Shadow_SealOfKings",0,"False",0,45000,0,0
"Necrolord Cosmetic Purple Glow",42810,"Necrolord Cosmetic Purple Glow",,"Spell_Fire_SealOfFire",0,"False",0,0,0,0
"Heavy Copper Broadsword",3292,"Heavy Copper Broadsword",,"Spell_Shadow_SealOfKings",0,"False",0,3000,0,0
"KC toTarget Master",56755,"KC toTarget Master",,"Trade_Engineering",0,"False",0,0,0,50000
"Mithril Frag Bomb",12421,"Mithril Frag Bomb",,"Spell_Fire_SelfDestruct",0,"False",0,1000,0,30
"Gorloc Stomp",50522,"Gorloc Stomp",,"Spell_Nature_ThunderClap",0,"False",0,0,0,0
"Glyph of Pillar of Frost",58635,"Glyph of Pillar of Frost",,"ability_deathknight_pillaroffrost",0,"False",0,0,0,0
"Hallard's Sermon",49061,"Hallard's Sermon",,"Trade_Engineering",0,"False",0,0,0,50000
"Enchant Weapon - Agility",23800,"Enchant Weapon - Agility",,"Spell_Holy_GreaterHeal",0,"False",0,5000,0,0
"Refleshified",67367,"Refleshified",,"Spell_Shaman_StaticShock",0,"False",0,0,0,0
"Old Friends: Area Trigger 1 Bunny to Character",73171,"Old Friends: Area Trigger 1 Bunny to Character",,"Trade_Engineering",0,"False",0,0,0,50000
"Mega Mammoth Meal",45555,"Mega Mammoth Meal",,"INV_Misc_Food_15",0,"False",0,2000,0,0
"Evil God Counterspell",12458,"Evil God Counterspell",,"Trade_Engineering",0,"False",0,300000,0,0
"Blackriver PvP Master",50467,"Blackriver PvP Master",,"Trade_Engineering",0,"False",0,0,0,0
"Increased Stamina 01",7477,"Increased Stamina 01",,"Trade_Engineering",0,"False",0,0,0,0
"Thunderstomp",27366,"Thunderstomp","Rank 4","Ability_Hunter_Pet_Gorilla",0,"False",0,0,0,100
"Silithid Bait Spawns",72661,"Silithid Bait Spawns",,"Trade_Engineering",0,"False",0,0,0,10
"Spiritual Guidance (Rank 5)",15031,"Spiritual Guidance","Rank 5","Spell_Holy_SpiritualGuidence",0,"False",0,0,0,0
"Mana Surges",62215,"Mana Surges",,"Spell_Arcane_ArcaneTorrent",0,"False",0,0,0,0
"Naga Breath",68121,"Naga Breath",,"Trade_Engineering",0,"False",0,0,0,0
"High Executor's Branding Iron",48603,"High Executor's Branding Iron",,"Ability_Mount_Dreadsteed",0,"False",0,1000,0,0
"Call Recruit",74089,"Call Recruit",,"Trade_Engineering",0,"False",0,0,0,100
"Hand of Gul'dan",71521,"Hand of Gul'dan",,"INV_SummerFest_FireSpirit",0,"False",0,2000,0,40
"Molten Shields (Rank 1)",11094,"Molten Shields","Rank 1","Spell_Fire_FireArmor",0,"False",0,0,0,0
"Increased Scourge Strike Damage",54809,"Increased Scourge Strike Damage",,"Spell_Nature_MagicImmunity",0,"False",0,0,0,0
"Storm Cloud Visual",55708,"Storm Cloud Visual",,"Trade_Engineering",0,"False",0,0,0,0
"Trainer: Untrain Talents",46331,"Trainer: Untrain Talents",,"Spell_Arcane_FocusedPower",0,"False",0,0,0,10
"Enlightened Judgements (Rank 2)",53557,"Enlightened Judgements","Rank 2","Ability_Paladin_EnlightenedJudgements",0,"False",0,0,0,0
"Summon Crusader Lamoof",50678,"Summon Crusader Lamoof",,"Trade_Engineering",0,"False",0,0,0,0
"Resonating Power",58392,"Resonating Power",,"INV_Inscription_Tradeskill01",0,"False",0,5000,0,0
"Runeforging Credit",54586,"Runeforging Credit",,"Trade_Engineering",0,"False",0,0,0,0
"Mana Drain",14,"Mana Drain",,"Trade_Engineering",10,"False",0,0,0,0
"Pillar of Woe",59727,"Pillar of Woe",,"Spell_Shadow_SoulLeech_3",0,"False",0,1000,0,50
"Mailbox Bunny: Find Lost Isles Mail Bird",73557,"Mailbox Bunny: Find Lost Isles Mail Bird",,"Trade_Engineering",0,"False",0,0,0,0
"Master Demonologist",23822,"Master Demonologist",,"Spell_Shadow_ShadowPact",0,"False",0,0,0,0
"Purified Nightstone",73245,"Purified Nightstone",,"INV_Misc_Gem_01",0,"False",0,3000,0,0
"Engine on Fire",52255,"Engine on Fire",,"Spell_Fire_SelfDestruct",0,"False",0,0,0,0
"Bomb-Throwing Monkey: Cosmetic Throw Bomb",66142,"Bomb-Throwing Monkey: Cosmetic Throw Bomb",,"INV_Misc_Bomb_02",0,"False",0,0,0,0
"Greater Warding Shield",32278,"Greater Warding Shield",,"INV_Misc_Rune_02",0,"False",0,0,0,0
"Drums of Battle",35476,"Drums of Battle",,"INV_Misc_Drum_02",0,"False",0,0,0,0
"Bomb Explosion",69370,"Bomb Explosion",,"Spell_Shadow_Fumble",0,"False",0,0,0,150
"Video Mount (VideoProduction Spell)",33631,"Video Mount","VideoProduction Spell","Ability_Mount_MechaStrider",0,"False",0,0,0,100
"Shatter(Rank 2)",12982,"Shatter","Rank 2","Spell_Frost_FrostShock",0,"False",0,0,0,0
"Scorpid Poison(Rank 2)",24584,"Scorpid Poison","Rank 2","Ability_PoisonSting",0,"False",0,0,0,100
"Might of Frostwolf",46389,"Might of Frostwolf",,"INV_Helmet_01",0,"False",0,0,0,0
"Coagulate",54580,"Coagulate",,"Spell_Shadow_BloodBoil",0,"False",0,0,0,0
"Greymane's Rescued Watchman Drown",69112,"Greymane's Rescued Watchman Drown",,"Trade_Engineering",0,"False",0,0,0,0
"Dagger Specialization (Rank 2)",13804,"Dagger Specialization","Rank 2","INV_Weapon_ShortBlade_05",0,"False",0,0,0,0
"Remorseless (Rank 2)",14149,"Remorseless","Rank 2","Ability_FiegnDead",0,"False",0,0,0,0
"Combat Potency (Rank 2)",35550,"Combat Potency","Rank 2","INV_Weapon_Shortblade_38",0,"False",0,0,0,0
"Whirring Bronze Gizmo",3942,"Whirring Bronze Gizmo",,"Trade_Engineering",0,"False",0,2000,0,0
"Spirit Strike",61193,"Spirit Strike",,"Spell_Nature_StarFall",20,"False",2,0,0,30
"Tamed Pet Passive 11 (DND)",55566,"Tamed Pet Passive 11 (DND)",,"Ability_Mount_PinkTiger",0,"False",0,0,0,0
"Reinforced Mining Bag",35530,"Reinforced Mining Bag",,"Trade_LeatherWorking",0,"False",0,25000,0,0
"Symbol of Life",8593,"Symbol of Life","Rank 1","Spell_Holy_Resurrection",0,"False",0,10000,0,40
"Increase Healing 222",36422,"Increase Healing 222",,"Trade_Engineering",0,"False",0,0,0,0
"Trampled",67867,"Trampled",,"Spell_Frost_Stun",0,"False",0,500,0,50000
"Ferocious Inspiration (Passive)",34460,"Ferocious Inspiration","Passive","Ability_Hunter_FerociousInspiration",0,"False",0,0,0,0
"Seed Pod",48082,"Seed Pod",,"INV_Misc_Food_02",0,"False",0,0,0,0
"Summon Lightsworn Elekk",39782,"Summon Lightsworn Elekk",,"Ability_Druid_Maul",0,"False",0,0,0,10
"Brewfest - Throw Mug",42300,"Brewfest - Throw Mug",,"INV_Mace_02",0,"False",0,0,0,100
"Crazed Chop",61143,"Crazed Chop",,"Ability_Warrior_SavageBlow",0,"False",1,0,0,0
"Everlasting Affliction(3)",47203,"Everlasting Affliction","3","Ability_Warlock_EverlastingAffliction",0,"False",0,0,0,0
"Improved Fire Blast(Rank 2)",11080,"Improved Fire Blast","Rank 2","Spell_Fire_Fireball",0,"False",0,0,0,0
"Language Thalassian",813,"Language Thalassian",,"Trade_Engineering",0,"False",0,0,0,0
"Lightning Jasper",73278,"Lightning Jasper",,"INV_Misc_Gem_01",0,"False",0,3000,0,0
"The Shadow Vault: See Vaelen's Invisibility",42666,"The Shadow Vault: See Vaelen's Invisibility",,"Trade_Engineering",0,"False",0,0,0,0
"Attack Power Ranged 5",21427,"Attack Power Ranged 5",,"Trade_Engineering",0,"False",0,0,0,0
"Launching Reaver Buster",33824,"Launching Reaver Buster",,"Spell_Fire_Fire",0,"False",0,1000,0,80
"Purify Altar",32633,"Purify Altar",,"Trade_Engineering",0,"False",0,5000,0,5
"Rizzle's Frost Grenade (Self",40590,"Rizzle's Frost Grenade (Self",,"Spell_Frost_FrostNova",0,"False",0,0,0,0
"Feed Meat Visual",68358,"Feed Meat Visual",,"INV_Misc_Food_132_Meat",0,"False",0,0,0,5
"A Helping Hand: Summon Palanaar's Elekk",63160,"A Helping Hand: Summon Palanaar's Elekk",,"Trade_Engineering",0,"False",0,0,0,0
"Summon Deviate Dreadfang",7971,"Summon Deviate Dreadfang",,"Spell_Shadow_AntiShadow",0,"False",0,0,0,0
"Increased Strength 02",7465,"Increased Strength 02",,"Trade_Engineering",0,"False",0,0,0,0
"Unsheathe Rifle(Rank 1)",16756,"Unsheathe Rifle","Rank 1","Ability_Marksmanship",0,"False",0,0,0,30
"Summon Gymer",55431,"Summon Gymer",,"Trade_Engineering",0,"False",0,0,0,0
"Lightning Jump",36913,"Lightning Jump",,"Spell_Arcane_PortalIronForge",0,"False",0,0,0,50000
"Summon Tonga's Spirit",65763,"Summon Tonga's Spirit",,"Achievement_Character_Tauren_Male",0,"False",0,0,0,0
"Arcane Explosion (Rank 3)",8441,"Arcane Explosion","Rank 3","Spell_Nature_WispSplode",0,"False",0,0,0,100
"Flip Attack",50533,"Flip Attack",,"INV_Misc_MonsterScales_12",0,"False",0,0,0,0
"Engineering Specialization",20593,"Engineering Specialization","Racial Passive","INV_Misc_Gear_01",0,"False",0,0,0,0
"Power of the Sun King (Rank 1)",36070,"Power of the Sun King","Rank 1","Spell_Holy_HolyBolt",0,"False",0,0,0,0
"Summon Stout Mountain Horse",72772,"Summon Stout Mountain Horse",,"Trade_Engineering",0,"False",0,0,0,0
"Power Word: Fortitude (Rank 6)",23948,"Power Word: Fortitude","Rank 6","Spell_Holy_WordFortitude",1695,"False",0,0,0,30
"Dagger Specialization (Rank 3)",13805,"Dagger Specialization","Rank 3","INV_Weapon_ShortBlade_05",0,"False",0,0,0,0
"Spring",55652,"Spring",,"Ability_Rogue_QuickRecovery",0,"False",0,0,5,30
"Test Shapeshift (1)",44975,"Test Shapeshift","1","Trade_Engineering",0,"False",0,0,0,0
"Epidemic(Rank 2)",49562,"Epidemic","Rank 2","Spell_Shadow_ShadowWordPain",0,"False",0,0,0,0
"Fire Shield",20324,"Fire Shield","Rank 3","Spell_Fire_FireArmor",0,"False",0,3000,0,100
"Force Cast Summon Burning Skeleton",58566,"Force Cast Summon Burning Skeleton",,"Trade_Engineering",0,"False",0,0,0,10
"Vertex Color Black",39662,"Vertex Color Black",,"Spell_Arcane_PortalDarnassus",0,"False",0,0,0,0
"Water Soul Captured Credit",36171,"Water Soul Captured Credit",,"Trade_Engineering",0,"False",0,0,0,50000
"Planar Distortion",59380,"Planar Distortion",,"Spell_Nature_WispSplode",0,"False",0,0,0,0
"Despawn Defenders",34581,"Despawn Defenders",,"Spell_Misc_ConjureManaJewel",0,"False",0,0,0,0
"Thekal Transform",24169,"Thekal Transform",,"Ability_Rogue_Disguise",0,"False",0,0,0,0
"Ironforge Champion's Pennant",63427,"Ironforge Champion's Pennant",,"inv_misc_tournaments_symbol_dwarf",0,"False",-2,0,0,50000
"Healing of the Ages",24998,"Healing of the Ages",,"Spell_Nature_HealingWaveGreater",0,"False",0,0,0,40
"Mortar Impact",69281,"Mortar Impact",,"Ability_Vehicle_DemolisherFlameCatapult",0,"False",0,0,0,150
"Increased Block 10",13675,"Increased Block 10",,"Trade_Engineering",0,"False",0,0,0,0
"Power of the Legion",35596,"Power of the Legion",,"Spell_Shadow_DemonicFortitude",0,"False",0,1000,0,40
"Activate Interdimensional Refabricator",46547,"Activate Interdimensional Refabricator",,"INV_Enchant_EssenceMagicLarge",0,"False",0,2500,0,0
"Destroy Platform Channel",58842,"Destroy Platform Channel",,"Trade_Engineering",0,"False",0,0,0,50000
"Berserk(Racial)",43,"Berserk","Racial","Ability_Racial_BloodRage",0,"False",0,0,0,0
"Lunar Shower (Rank 3)",33605,"Lunar Shower","Rank 3","Achievement_WorldEvent_Lunar",0,"False",0,0,0,0
"Kodo Kombobulator",18269,"Kodo Kombobulator",,"Trade_Engineering",0,"False",0,0,0,0
"Summon Ashenvale Archers 09",65889,"Summon Ashenvale Archers 09",,"Trade_Engineering",0,"False",0,0,0,50000
"Enrage",13046,"Enrage","Rank 3","Spell_Shadow_UnholyFrenzy",0,"False",0,0,0,0
"Shadow Cultist: Blue Smoke Beam",55070,"Shadow Cultist: Blue Smoke Beam",,"Spell_Fire_BlueFlameBreath",0,"False",0,0,0,100
"Damage Reduction",40330,"Damage Reduction",,"Spell_MageArmor",0,"False",0,0,0,0
"Vampiric Might",70677,"Vampiric Might",,"Spell_Nature_BloodLust",0,"False",1,0,0,0
"Beast Slaying 15",20731,"Beast Slaying 15",,"Trade_Engineering",0,"False",0,0,0,0
"Energized!",42490,"Energized!",,"Spell_Nature_StormReach",0,"False",0,0,0,40
"Stylish Red Shirt",3866,"Stylish Red Shirt",,"Ability_Ensnare",0,"False",0,12500,0,0
"Geist Control Start",58120,"Geist Control Start",,"Spell_Nature_Sleep",0,"False",0,0,0,0
"Top Bunny Beam Test Visual",37697,"Top Bunny Beam Test Visual",,"Spell_Fire_FelFlameBolt",0,"False",0,0,0,50000
"Armor Penetration 77",39981,"Armor Penetration 77",,"Spell_Holy_ArcaneIntellect",0,"False",0,0,0,0
"Chimeric Gloves",19053,"Chimeric Gloves",,"Trade_Engineering",0,"False",0,25000,0,0
"Arcane Beam",51021,"Arcane Beam",,"Spell_Shadow_SoulLeech_2",0,"False",0,0,0,0
"Summon Large Jack-o'-Lantern",44231,"Summon Large Jack-o'-Lantern",,"Trade_Engineering",0,"False",0,0,0,50000
"Bandage",36348,"Bandage",,"Spell_Holy_Heal",0,"False",0,0,0,15
"Lightning Brand",63610,"Lightning Brand",,"Spell_Fire_Immolation",0,"False",0,0,0,0
"Plague Sprayer: Huge Explosion",53236,"Plague Sprayer: Huge Explosion",,"Trade_Engineering",0,"False",0,0,0,0
"Fel Shock",68587,"Fel Shock",,"Spell_Nature_ElementalShields",0,"False",0,0,0,50000
"Abandon Vehicle on Poly",54775,"Abandon Vehicle on Poly",,"Trade_Engineering",0,"False",0,0,0,0
"World in Flames (Rank 3)",12350,"World in Flames","Rank 3","Ability_Mage_WorldInFlames",0,"False",0,0,0,0
"Open Wound",6000,"Open Wound",,"Spell_Shadow_VampiricAura",0,"False",0,0,0,100
"Block",107,"Block","Passive","Ability_Defend",0,"False",0,0,0,0
"Wolverine Bite",53508,"Wolverine Bite",,"Ability_Druid_Lacerate",0,"False",2,0,0,0
